CODIGO|NOME|DTINICIO|DTFIM|natRubr|tpRubr|codIncCP|codIncIRRF|codIncFGTS|codIncSIND|repDSR|rep13|repFerias|repResc|repAfast|fatorRubr|LOCALAPLIC|Domestica|SE|Geral|DESCRICAO|NOTA|ordRescDom|PerAdicRub|ordRemDom|repSFDom|PerFolRes|PerEditRub|PerExcRub|FilCatRub|grupRendDom|codIncCPRP|codIncPisPasep|RDConsignado
eSocial4000|Saldo para pgto prorrogado do adicional de 1/3 sobre férias gozadas - MP 1.046/2021|01042021|30112021|1020|1|11|13|11|0|N|N|N|N|N||S-2299|S|N|N|Valor restante para pagamento do terço constitucional de férias gozadas previsto pela Medida Provisória 1.046/2021, prorrogado para pagamento até 20/12/2021.||72|N|63|N|N|N|N||31|0|0|S
eSocial4000|Saldo para pgto prorrogado do adicional de 1/3 sobre férias gozadas - MP 927/2020|01122020|31122020|1020|1|11|13|11|0|N|N|N|N|N||S-1200-M;S-2299|S|N|N|Valor restante para pagamento do terço constitucional de férias gozadas previsto pela Medida Provisória 927/2020, prorrogado para pagamento até 20/12/2020.||72|N|63|N|N|N|N||31|0|0|S
eSocial4000|Saldo para pgto prorrogado do adicional de 1/3 sobre férias gozadas - MP 1.046/2021|01122021|31122021|1020|1|11|13|11|0|N|N|N|N|N||S-1200-M;S-2299|S|N|N|Valor restante para pagamento do terço constitucional de férias gozadas previsto pela Medida Provisória 1.046/2021, prorrogado para pagamento até 20/12/2021.||72|N|63|N|N|N|N||31|0|0|S
eSocial4001|Saldo para pgto prorrogado do abono pecuniário e 1/3 sobre abono - MP 927/2020|01042020|30112020|1023|1|0|75|0|0|N|N|N|N|N||S-2299|S|N|N|Valor restante para pagamento do abono pecuniário e 1/3 sobre abono previsto pela Medida Provisória 927/2020, prorrogado para pagamento até 20/12/2020.||73|N|64|N|N|N|N||47|0|0|N
eSocial4001|Saldo para pgto prorrogado do abono pecuniário e 1/3 sobre abono - MP 1.046/2021|01042021|30112021|1023|1|0|75|0|0|N|N|N|N|N||S-2299|S|N|N|Valor restante para pagamento do abono pecuniário e 1/3 sobre abono previsto pela Medida Provisória 1.046/2021, prorrogado para pagamento até 20/12/2021.||73|N|64|N|N|N|N||47|0|0|N
eSocial4001|Saldo para pgto prorrogado do abono pecuniário e 1/3 sobre abono - MP 927/2020|01122020|31122020|1023|1|0|75|0|0|N|N|N|N|N||S-1200-M;S-2299|S|N|N|Valor restante para pagamento do abono pecuniário e 1/3 sobre abono previsto pela Medida Provisória 927/2020, prorrogado para pagamento até 20/12/2020.||73|N|64|N|N|N|N||47|0|0|N
eSocial4001|Saldo para pgto prorrogado do abono pecuniário e 1/3 sobre abono - MP 1.046/2021|01122021|31122021|1023|1|0|75|0|0|N|N|N|N|N||S-1200-M;S-2299|S|N|N|Valor restante para pagamento do abono pecuniário e 1/3 sobre abono previsto pela Medida Provisória 1.046/2021, prorrogado para pagamento até 20/12/2021.||73|N|64|N|N|N|N||47|0|0|N
eSocial5000|Desconto do aviso prévio não cumprido|01012014|30062021|6901|2|0|0|0|0|N|N|N|N|N||S-2299|S|S|S|Desconto referente ao pedido de demissão do empregado sem cumprimento do aviso prévio.||12|N||N|N|S|N||46|0|0|S
eSocial5000|Desconto do aviso prévio não cumprido|01072021||6901|2|0|9|0|0|N|N|N|N|N||S-2299|S|S|S|Desconto referente ao pedido de demissão do empregado sem cumprimento do aviso prévio.||12|N||N|N|S|N||46|0|0|S
eSocial5010|Multa da extinção antecipada do contrato a termo|01012014|30062021|6904|2|0|0|0|0|N|N|N|N|N||S-2299|S|S|S|Desconto referente à rescisão antecipada do contrato de trabalho por prazo determinado, por iniciativa do empregado.||13|N||N|N|S|N|||0|0|S
eSocial5010|Multa da extinção antecipada do contrato a termo|01072021||6904|2|0|9|0|0|N|N|N|N|N||S-2299|S|S|S|Desconto referente à rescisão antecipada do contrato de trabalho por prazo determinado, por iniciativa do empregado.||13|N||N|N|S|N|||0|0|S
eSocial5020|Desconto do adiantamento de salário|01012014||9200|2|0|11|0|0|N|N|N|N|N||S-1200-M;S-2299|N|N|N|Valor referente ao desconto a título de adiantamento dos salários.|||N||N|N|N|N||31|0|0|N
eSocial5029|Desconto de adiantamento de férias e adicional de 1/3 no mês|01012014||9221|2|0|13|0|0|N|N|N|N|N||S-2299|S|S|S|Desconto referente ao pagamento das férias ocorrido no mês anterior, inclusive terço constitucional, proporcional aos dias de férias no mês.||10|N||N|N|S|N||31|0|0|N
eSocial5030|Desconto de adiantamento de férias e adicional de 1/3 no mês|01072016|31082016|9221|2|0|13|0|0|N|N|N|N|N||S-1200-M|S|S|S|Desconto referente ao pagamento das férias ocorrido no mês anterior, inclusive terço constitucional, proporcional aos dias de férias no mês.|||S|13|N|N|S|S||31|0|0|N
eSocial5030|Desconto de adiantamento de férias e adicional de 1/3 no mês|01092016||9221|2|0|13|0|0|N|N|N|N|N||S-1200-M|S|S|S|Desconto referente ao pagamento das férias ocorrido no mês anterior, inclusive terço constitucional, proporcional aos dias de férias no mês.|||N|13|N|N|N|N||31|0|0|N
eSocial5031|Desconto de pagamento de férias gozadas e abono pecuniário|01012014|30062021|9221|2|0|0|0|0|N|N|N|N|N||S-2299|S|S|S|Desconto referente ao pagamento de férias gozadas e abono pecuniário, inclusive respectivos terços constitucionais.||11|N||N|N|S|S|||0|0|N
eSocial5031|Desconto de pagamento de férias gozadas e abono pecuniário|01072021||9221|2|0|9|0|0|N|N|N|N|N||S-2299|S|S|S|Desconto referente ao pagamento de férias gozadas e abono pecuniário, inclusive respectivos terços constitucionais.||11|N||N|N|S|S|||0|0|N
eSocial5032|Desconto de pagamento de férias gozadas/vendidas|01042020|30062021|9221|2|0|0|0|0|N|N|N|N|N||S-2299|S|S|S|Desconto referente ao pagamento de férias gozadas e abono pecuniário, inclusive respectivos terços constitucionais, em caso de antecipação de férias em período aquisitivo em curso.||32|N||N|N|S|S||46|0|0|N
eSocial5032|Desconto de pagamento de férias gozadas/vendidas|01072021||9221|2|0|9|0|0|N|N|N|N|N||S-2299|S|S|S|Desconto referente ao pagamento de férias gozadas e abono pecuniário, inclusive respectivos terços constitucionais, em caso de antecipação de férias em período aquisitivo em curso.||32|N||N|N|S|S||46|0|0|N
eSocial5035|Estorno para prorrogação pgto. adicional de 1/3 de férias - MP 927/2020|01032020|31122020|1020|2|11|13|11|0|N|N|N|N|N||S-1200-M|S|S|S|Valor referente ao estorno do terço constitucional de férias gozadas previsto pela Medida Provisória 927/2020 para pagamento até 20/12/2020.|||S|35|N|N|S|S||31|0|0|S
eSocial5035|Estorno para prorrogação pgto. adicional de 1/3 de férias - MP 1.046/2021|01042021|31122021|1020|2|11|13|11|0|N|N|N|N|N||S-1200-M|S|N|S|Valor referente ao estorno do terço constitucional de férias gozadas previsto pela Medida Provisória 1.046/2021 para pagamento até 20/12/2021.|||S|35|N|N|S|S||31|0|0|S
eSocial5036|Estorno para prorrogação pgto. abono pecuniário de férias + 1/3 - MP 927/2020|01032020|31122020|1023|2|0|75|0|0|N|N|N|N|N||S-1200-M|S|S|S|Valor referente ao estorno da conversão em dinheiro de 1/3 dos dias a que o empregado possui direito e do seu terço constitucional de férias, incidente sobre o abono pecuniário de férias no mês, previsto pela Medida Provisória 927/2020 para pagamento até 20/12/2020.|||S|36|N|N|S|S||47|0|0|N
eSocial5036|Estorno para prorrogação pgto. abono pecuniário de férias + 1/3 - MP 1.046/2021|01042021|31122021|1023|2|0|75|0|0|N|N|N|N|N||S-1200-M|S|N|S|Valor referente ao estorno da conversão em dinheiro de 1/3 dos dias a que o empregado possui direito e do seu terço constitucional de férias, incidente sobre o abono pecuniário de férias no mês, previsto pela Medida Provisória 1.046/2021 para pagamento até 20/12/2021.|||S|36|N|N|S|S||47|0|0|N
eSocial5040|13º salário - Desconto do adiantamento|01012014|30062016|9214|2|0|0|12|0|N|N|N|N|N||S-1200-A;S-2299|S|S|S|Desconto referente à antecipação do 13º salário, realizada entre os meses de fevereiro e novembro.||7|S|12|N|S|S|S|||0|0|N
eSocial5040|13º salário - Desconto do adiantamento|01072016|30062021|9214|2|0|0|12|0|N|N|N|N|N||S-1200-A;S-2299|S|S|S|Desconto referente à antecipação do 13º salário, realizada entre os meses de fevereiro e novembro.||7|N|12|N|N|N|N|||0|0|N
eSocial5040|13º salário - Desconto do adiantamento|01072021||9214|2|0|9|12|0|N|N|N|N|N||S-1200-A;S-2299|S|S|S|Desconto referente à antecipação do 13º salário, realizada entre os meses de fevereiro e novembro.||7|N|12|N|N|N|N|||0|0|N
eSocial5041|13º salário - Desconto do pagamento|01012014||9214|2|12|12|12|0|N|N|N|N|N||S-2299|S|S|S|Desconto referente ao pagamento do 13º salário, realizado até o dia 20 de dezembro.||8|N||N|N|N|N||51|0|0|N
eSocial5045|13º salário - Desconto remuneração zerada|01012014||9214|2|12|12|12|0|N|N|N|N|N||S-1200-A|S|S|S|Valor do desconto do 13º salário para fins de remuneração zerada, quando o valor do 13º salário for igual a 0,01.|||N|14|N|N|N|N||51|0|0|N
eSocial5048|13º salário complementar - Desconto|01012014||5005|2|12|12|12|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente ao 13° salário complementar, devido a diferenças apuradas no mês de dezembro e não consideradas na folha de 13º salário.||9|S|15|N|N|S|S||51|0|0|N
eSocial5050|Atrasos|01012014||9208|2|11|11|11|0|S|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente às horas/minutos de atraso do empregado no mês.||1|S|6|S|N|S|S||31|0|0|S
eSocial5060|Faltas|01012014||9207|2|11|11|11|0|S|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente aos dias de falta do empregado no mês.||2|S|7|S|N|S|S||31|0|0|S
eSocial5070|DSR sobre faltas e atrasos|01012014||9210|2|11|11|11|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente ao salário dos dias de descanso semanal e feriados do mês quando, sem justo motivo, a jornada da semana anterior não for integralmente cumprida.||3|S|8|S|N|S|S||31|0|0|S
eSocial5080|Estagiários - Faltas e atrasos|01012014||9209|2|0|11|0|0|S|N|N|N|N||S-1200-M|N|N|N|Valor descontado correspondente a faltas, atrasos no início da jornada ou à saída antecipada do estagiário.|||S||N|N|S|S||31|0|0|N
eSocial5090|Vale-Transporte - Desconto|01012014|30062021|9216|2|0|0|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente à participação do empregado no custeio do vale-transporte (até 6% do salário contratual, limitado ao valor do benefício pago).||4|S|9|N|N|S|S|||0|0|N
eSocial5090|Vale-Transporte - Desconto|01072021||9216|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente à participação do empregado no custeio do vale-transporte (até 6% do salário contratual, limitado ao valor do benefício pago).||4|S|9|N|N|S|S|||0|0|N
eSocial5095|Vale-Transporte - Devolução de valor pago a maior|01012014|30062021|9216|2|0|0|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Restituição de vale-transporte em virtude de concessão do benefício em valor maior que o devido.||5|S|10|N|N|S|S|||0|0|N
eSocial5095|Vale-Transporte - Devolução de valor pago a maior|01072021||9216|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Restituição de vale-transporte em virtude de concessão do benefício em valor maior que o devido.||5|S|10|N|N|S|S|||0|0|N
eSocial5098|Desconto do adiantamento de salário|01012014|30062021|9200|2|0|0|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente a adiantamento salarial.||6|S|11|N|N|S|S|||0|0|N
eSocial5098|Desconto do adiantamento de salário|01072021||9200|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente a adiantamento salarial.||6|S|11|N|N|S|S|||0|0|N
eSocial5099|Desconto de adiantamento de férias e adicional de 1/3 no mês|01012014|30062016|9221|2|0|13|0|0|N|N|N|N|N||S-1200-M|S|S|S|Desconto referente ao pagamento das férias ocorrido no mês anterior, inclusive terço constitucional, proporcional aos dias de férias no mês.|||S|16|N|N|S|S||31|0|0|N
eSocial5100|Alimentação - Desconto|01012014|30062021|9220|2|0|0|0|0|N|N|N|N|N||S-1200-M;S-2299|N|N|N|Desconto referente à participação do trabalhador no custo da alimentação concedida nos moldes do PAT.|||S||N|N|S|S|||0|0|N
eSocial5101|Desconto - Alimentação - Pecúnia|01012014||9240|2|11|11|11|0|N|N|N|N|N||S-1200-M;S-2299|N|S|S|Desconto de alimentação - Pecúnia|||S||N|N|S|S||31|0|0|S
eSocial5102|Desconto - Alimentação - Ticket ou cartão - Integrantes do PAT|01012014||9241|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|N|S|S|Desconto de alimentação - Ticket ou cartão - Integrantes do PAT|||S||N|N|S|S||0|0|0|N
eSocial5103|Desconto - Alimentação - Ticket ou cartão - Não integrante do PAT|01012014||9242|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|N|S|S|Desconto de alimentação - Ticket ou cartão - Não integrante do PAT|||S||N|N|S|S||0|0|0|N
eSocial5104|Desconto - Alimentação - Cesta básica ou refeição - Integrantes do PAT|01012014||9243|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|N|S|S|Desconto de alimentação - Cesta básica ou refeição - Integrantes do PAT|||S||N|N|S|S||0|0|0|N
eSocial5105|Desconto - Alimentação - Cesta básica ou refeição - Não integrante do PAT|01012014||9244|2|0|9|11|0|N|N|N|N|N||S-1200-M;S-2299|N|S|S|Desconto de alimentação - Cesta básica ou refeição - Não integrante do PAT|||S||N|N|S|S||0|0|0|N
eSocial5110|Pensão Alimentícia - Mensal|01012014|13082018|9213|2|0|51|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente ao valor destinado à pensão alimentícia.||14|N|17|N|N|S|N||34|0|0|N
eSocial5110|Pensão Alimentícia - Mensal|14082018||9213|2|0|51|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente ao valor destinado à pensão alimentícia.||14|N|17|N|N|S|N||34|0|0|N
eSocial5111|Pensão Alimentícia - 13° salário|01012014|13082018|9213|2|0|52|0|0|N|N|N|N|N||S-1200-A;S-2299|S|S|S|Desconto referente ao valor destinado à pensão alimentícia sobre o 13º salário.||15|N|18|N|N|S|N||34|0|0|N
eSocial5111|Pensão Alimentícia - 13° salário|14082018||9213|2|0|52|0|0|N|N|N|N|N||S-1200-A;S-2299|S|S|S|Desconto referente ao valor destinado à pensão alimentícia sobre o 13º salário.||15|N|18|N|N|S|N||34|0|0|N
eSocial5112|Pensão Alimentícia - Férias|01012014|13082018|9213|2|0|53|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente ao valor destinado à pensão alimentícia sobre as férias.||16|N|19|N|N|S|N||34|0|0|N
eSocial5112|Pensão Alimentícia - Férias|14082018||9213|2|0|53|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente ao valor destinado à pensão alimentícia sobre as férias.||16|N|19|N|N|S|N||34|0|0|N
eSocial5113|Pensão Alimentícia - PLR|01012014||9213|2|0|54|0|0|N|N|N|N|N||S-1200-M;S-2299|N|N|N|Desconto referente ao valor destinado à pensão alimentícia sobre o PLR.|||N||N|N|N|N||0|0|0|N
eSocial5117|Arredondamentos (desconto)|01012014||2999|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|N|S|S|Valor lançado em folha de pagamento, não superior a 99 centavos, relativo a desconto de arredondamento aplicado em mês anterior|||S||N|N|S|S||0|0|0|N
eSocial5120|Contribuição sindical laboral|01012014|30062021|9230|2|0|0|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente a um dia de trabalho, a título de contribuição sindical laboral.||22|S|25|N|N|S|S|||0|0|N
eSocial5120|Contribuição sindical laboral|01072021||9230|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente a um dia de trabalho, a título de contribuição sindical laboral.||22|S|25|N|N|S|S|||0|0|N
eSocial5121|Contribuição sindical - Associativa|01012014|30062021|9231|2|0|0|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente à mensalidade do empregado associado ao sindicato.||23|S|26|N|N|S|S|||0|0|N
eSocial5121|Contribuição sindical - Associativa|01072021||9231|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente à mensalidade do empregado associado ao sindicato.||23|S|26|N|N|S|S|||0|0|N
eSocial5122|Contribuição sindical - Assistencial|01012014|30062021|9232|2|0|0|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente à contribuição destinada ao custeio das atividades assistenciais do sindicato.||24|S|27|N|N|S|S|||0|0|N
eSocial5122|Contribuição sindical - Assistencial|01072021||9232|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente à contribuição destinada ao custeio das atividades assistenciais do sindicato.||24|S|27|N|N|S|S|||0|0|N
eSocial5123|Contribuição sindical - Confederativa|01012014|30062021|9233|2|0|0|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente à contribuição destinada ao custeio do sistema confederativo.||25|S|28|N|N|S|S|||0|0|N
eSocial5123|Contribuição sindical - Confederativa|01072021||9233|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente à contribuição destinada ao custeio do sistema confederativo.||25|S|28|N|N|S|S|||0|0|N
eSocial5140|Danos causados pelo empregado - Desconto|01012014|30062021|9270|2|0|0|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente ao reparo de danos e prejuízos causados pelo empregado.||21|S|24|N|N|S|S|||0|0|N
eSocial5140|Danos causados pelo empregado - Desconto|01072021||9270|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente ao reparo de danos e prejuízos causados pelo empregado.||21|S|24|N|N|S|S|||0|0|N
eSocial5150|Previdência privada - Desconto|01012014|30062021|9223|2|0|0|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente à participação do empregado no custeio do plano de previdência privada.||19|S|22|N|N|S|S|||0|0|N
eSocial5150|Previdência privada - Desconto|01072021||9223|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente à participação do empregado no custeio do plano de previdência privada.||19|S|22|N|N|S|S|||0|0|N
eSocial5160|Seguro de Vida - Desconto|01012014|30062021|9250|2|0|0|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente à participação do empregado no custeio do seguro de vida.||17|S|20|N|N|S|S|||0|0|N
eSocial5160|Seguro de Vida - Desconto|01072021||9250|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente à participação do empregado no custeio do seguro de vida.||17|S|20|N|N|S|S|||0|0|N
eSocial5161|Empréstimos consignados - desconto|01012014||9254|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|N|S|S|Desconto de trabalhadores a título de empréstimos consignados, para repasse a instituição financeira consignatária|||S||N|N|S|S||0|0|0|N
eSocial5163|Convênios|01012014||9258|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|N|S|S|Desconto relativos a convênios diversos com empresas para fornecimento de produtos ou serviços ao empregado, sem pagamento imediato, mas com posterior desconto em folha de pagamento como farmácias, supermercados, etc.|||S||N|N|S|S||0|0|0|N
eSocial5164|Fies - Desconto|01012014||9260|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|N|S|S|Desconto referente à amortização de financiamento do Fundo de Financiamento Estudantil (Fies), para repasse à instituição consignatária|||S||N|N|S|S||0|0|0|N
eSocial5165|Assistência Médica - Desconto|01012014|30062021|9219|2|0|0|0|0|N|N|N|N|N||S-1200-M;S-2299|N|N|N|Desconto referente à participação do empregado relativo à assistência prestada por serviço médico ou odontológico proveniente de convênio feito para esse fim.|||S||N|N|S|S|||0|0|N
eSocial5165|Assistência Médica - Desconto|01072021||9219|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|N|N|N|Desconto referente à participação do empregado relativo à assistência prestada por serviço médico ou odontológico proveniente de convênio feito para esse fim.|||S||N|N|S|S|||0|0|N
eSocial5166|Assistência Médica e/ou Odontológica - Desconto (empregado doméstico)|01012014|30062021|9299|2|0|0|0|0|N|N|N|N|N||S-1200-M;S-2299|S|N|N|Desconto referente à participação do empregado doméstico no custeio dos planos de assistência médico-hospitalar e/ou odontológica.||18|S|21|N|N|S|S|||0|0|N
eSocial5166|Assistência Médica e/ou Odontológica - Desconto (empregado doméstico)|01072021||9299|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|S|N|N|Desconto referente à participação do empregado doméstico no custeio dos planos de assistência médico-hospitalar e/ou odontológica.||18|S|21|N|N|S|S|||0|0|N
eSocial5170|Habitação (empregado doméstico)|01012014|30062021|9299|2|0|0|0|0|N|N|N|N|N||S-1200-M;S-2299|S|N|N|Desconto referente à participação do empregado doméstico no custeio da habitação, desde que a moradia seja em local diverso da prestação de serviço.||20|S|23|N|N|S|S|||0|0|N
eSocial5170|Habitação (empregado doméstico)|01072021||9299|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|S|N|N|Desconto referente à participação do empregado doméstico no custeio da habitação, desde que a moradia seja em local diverso da prestação de serviço.||20|S|23|N|N|S|S|||0|0|N
eSocial5180|Contribuição previdenciária do empregado (INSS)|01012014|30062021|9201|2|31|0|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente à contribuição previdenciária do empregado sobre o salário e férias gozadas.||33|N|1|N|N|N|N|5|32|0|0|S
eSocial5180|Contribuição previdenciária do empregado (INSS)|01072021||9201|2|31|9|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente à contribuição previdenciária do empregado sobre o salário e férias gozadas.||33|N|1|N|N|N|N|5|32|0|0|S
eSocial5181|Contribuição previdenciária do empregado sobre 13º Salário (INSS)|01012014||9201|2|32|42|0|0|N|N|N|N|N||S-1200-M;S-1200-A;S-2299|S|S|S|Desconto referente à contribuição previdenciária do empregado sobre o 13º salário.||34|N|2|N|N|N|N|5|51|0|0|S
eSocial5182|Provisão de INSS - Férias|01012014|30062021|9201|2|0|43|0|0|N|N|N|N|N||S-1200-M|S|S|S|Desconto referente à contribuição previdenciária calculada sobre as férias gozadas.|||N||N|N|N|N|1;5|0|0|0|N
eSocial5182|Provisão de INSS - Férias|01072021||9205|2|0|43|0|0|N|N|N|N|N||S-1200-M|S|S|S|Desconto referente à contribuição previdenciária calculada sobre as férias gozadas.|||N||N|N|N|N|1;5|0|0|0|N
eSocial5183|Compensação de provisão de INSS no mês - Férias|01012014|31082016|1099|1|0|0|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Valor referente à compensação da contribuição previdenciária já descontada no recibo de férias, proporcional aos dias de férias no mês.||65|S|55|N|N|S|S|||0|0|N
eSocial5183|Compensação de provisão de INSS no mês - Férias|01072021||1099|1|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Valor referente à compensação da contribuição previdenciária já descontada no recibo de férias, proporcional aos dias de férias no mês.||65|N|55|N|N|N|N|||0|0|N
eSocial5183|Compensação de provisão de INSS no mês - Férias|01092016|30062021|1099|1|0|0|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Valor referente à compensação da contribuição previdenciária já descontada no recibo de férias, proporcional aos dias de férias no mês.||65|N|55|N|N|N|N|||0|0|N
eSocial5186|INSS - SENAT (Descontado Transportador PF)|01012014||9201|2|34|41|0|0|N|N|N|N|N||S-1200-M|N|N|N|Desconto da parcela de contribuição do Transportador Autônomo.|||S||N|N|N|N||0|0|0|S
eSocial5188|INSS - SEST (Descontado Transportador PF)|01012014||9201|2|35|41|0|0|N|N|N|N|N||S-1200-M|N|N|N|Desconto da parcela de contribuição do Transportador Autônomo.|||S||N|N|N|N||0|0|0|S
eSocial5190|Imposto de renda retido na fonte - Mensal|01012014||9203|2|0|31|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente ao Imposto de Renda sobre as verbas remuneratórias, exceto férias e 13º salário.||35|N|3|N|N|N|N|5|35|0|0|N
eSocial5191|Imposto de renda retido na fonte - Férias|01012014||9203|2|0|33|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente ao Imposto de Renda sobre as verbas de férias.||37|N|5|N|N|N|N|1;5|35|0|0|N
eSocial5192|Imposto de renda retido na fonte - 13° salário|01012014||9203|2|0|32|0|0|N|N|N|N|N||S-1200-M;S-1200-A;S-2299|S|S|S|Desconto referente ao Imposto de Renda sobre a remuneração do 13º salário.||36|N|4|N|N|N|N|5||0|0|N
eSocial5193|Imposto de renda retido na fonte - PLR|01012014||9203|2|0|34|0|0|N|N|N|N|N||S-1200-M|N|N|N|Desconto do Imposto de renda sobre a Participação em Lucros ou Resultados.|||N||N|N|N|N|5|0|0|0|N
eSocial5199|Decisão judicial - Valor líquido de TRCT quitado|01012014|30062021|9299|2|0|0|0|0|N|N|N|N|N||S-2299|S|S|S|Desconto referente ao valor líquido do termo de rescisão quitado em decisão judicial.||38|N||N|N|S|N|||0|0|N
eSocial5199|Decisão judicial - Valor líquido de TRCT quitado|01072021||9299|2|0|9|0|0|N|N|N|N|N||S-2299|S|S|S|Desconto referente ao valor líquido do termo de rescisão quitado em decisão judicial.||38|N||N|N|S|N|||0|0|N
eSocial5200|Apoio Financeiro MP 1230/2024|01062024|31082024|9299|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Desconto referente ao desconto do valor pago ao empregado, previsto MP 1230/2024 referente ao Apoio Financeiro.||39|S|5|N|N|S|S|||0|0|N
eSocial5500|Diferença de descontos indenizatórios|01012014|30062016|9299|2|0|0|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Valor referente à diferença de deduções indenizatórias (sem natureza de remuneração), relativa a mês(es) anterior(es), descontada retroativamente.||26|S|29|N|N|S|S|||0|0|N
eSocial5500|Retroativo - Diferença de descontos indenizatórios|01072016|30062021|9299|2|0|0|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Valor referente à diferença de deduções indenizatórias (sem natureza de remuneração), relativa a mês(es) anterior(es), descontada retroativamente.||26|S|29|N|N|S|S|||0|0|N
eSocial5500|Retroativo - Diferença de descontos indenizatórios|01072021||9299|2|0|9|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Valor referente à diferença de deduções indenizatórias (sem natureza de remuneração), relativa a mês(es) anterior(es), descontada retroativamente.||26|S|29|N|N|S|S|||0|0|N
eSocial5550|Devolução de remuneração mensal|01072016||9290|2|11|11|11|0|S|S|S|S|S||S-1200-M;S-2299|S|S|S|Devolução de remuneração mensal do empregado (exceto 13º salário e férias), paga indevidamente, relativa a mês(es) anterior(es).||27|S|30|N|N|S|S||31|0|0|S
eSocial5551|Devolução de 13º salário - Ano corrente|01072016||9290|2|12|12|12|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Devolução de 13º salário do empregado, pago indevidamente, relativa ao ano atual.||28|S|31|N|N|S|S||51|0|0|N
eSocial5552|Devolução de férias gozadas|01072016||9290|2|11|13|11|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Devolução de férias do empregado acrescidas do terço constitucional, pagas indevidamente, relativa a mês(es) atual ou anterior(es).||30|S|33|N|N|S|S||31|0|0|S
eSocial5553|Devolução de verbas indenizatórias|01072016|30062021|9299|2|0|0|0|0|N|N|N|N|N||S-1200-M;S-2299|S|S|S|Devolução de verbas indenizatórias (sem natureza de remuneração), pagas indevidamente, relativa a mês(es) atual ou anterior(es).|17|31|S|34|N|N|S|S||46|0|0|N
